採否	語	content	一致	落とした理由
除外	フォワード	交通	1/1	票が 1 件だけ
除外	フォーカス	学習	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	フォーマット	情報	3/9	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	フォーム	状態	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	フォーラム	情報	2/3	票が 2 件だけ
除外	フック	住居	1/1	票が 1 件だけ
除外	フューチャー	家族	1/1	票が 1 件だけ
除外	フライト	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	フライパン	食事	1/2	票が 1 件だけ
除外	フラッグ	金銭	1/2	票が 1 件だけ
採用	フラッシュ	学習	3/4	
除外	フランス語	食事	1/1	票が 1 件だけ
除外	フリー	情報	1/2	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	フリーランス	金銭	1/2	票が 1 件だけ
除外	フルボード	交通	1/1	票が 1 件だけ
除外	フルーツ	食事	1/2	票が 1 件だけ
除外	フルード	交通	1/1	票が 1 件だけ
除外	フレックスタイム	仕事	1/1	票が 1 件だけ
除外	フレックスタイム制度	仕事	1/2	票が 1 件だけ
除外	フレーバー	食事	2/2	票が 2 件だけ
除外	フレーム	情報	2/3	票が 2 件だけ
除外	フレームワーク	仕事	2/4	票が 2 件だけ
除外	フロント	交通	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	フロー	金銭	3/4	
除外	フローチャート	学習	1/1	票が 1 件だけ
除外	フローラ	食事	1/1	票が 1 件だけ
除外	フローラル	食事	2/2	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	フード	家族	1/1	票が 1 件だけ
除外	ブッセ	食事	1/1	票が 1 件だけ
除外	ブドウ	食事	1/1	票が 1 件だけ
除外	ブラウザ	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ブラック	失敗	1/1	票が 1 件だけ
除外	ブランケット	健康	1/1	票が 1 件だけ
除外	ブランチ	仕事	1/1	票が 1 件だけ
除外	ブランディング	住居	1/2	票が 1 件だけ
採用	ブランド	仕事	3/5	
除外	ブリッジ	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	ブルー	交通	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ブルーオーシャン	仕事	1/1	票が 1 件だけ
除外	ブレ	学習	1/1	票が 1 件だけ
除外	ブレイク	健康	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	ブレインストーミング	仕事	1/2	票が 1 件だけ
除外	ブレーキ	金銭	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ブレード	自然	1/1	票が 1 件だけ
除外	ブログ	情報	1/1	票が 1 件だけ
除外	ブロック	情報	4/11	動作を指す名詞（サ変可能）; 首位の占有率 36% が閾値未満
除外	ブロッコリー	健康	1/2	票が 1 件だけ
除外	ブロード	健康	1/1	票が 1 件だけ
除外	ブース	住居	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ブースター	健康	1/1	票が 1 件だけ
除外	ブースト	交通	1/1	票が 1 件だけ
除外	プット	家族	1/1	票が 1 件だけ
除外	プライバシー	情報	1/2	票が 1 件だけ
除外	プライバシー保護	健康	2/7	票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	プライベート	交通	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	プライマー	法制度	1/1	票が 1 件だけ
除外	プラグ	金銭	1/1	票が 1 件だけ
除外	プラザ	身体	1/1	票が 1 件だけ
除外	プラス	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	プラスチック	自然	1/2	票が 1 件だけ
除外	プラセボ	健康	2/2	票が 2 件だけ
除外	プラットフォーム	情報	3/9	首位の占有率 33% が閾値未満
除外	プラン	法制度	3/11	首位の占有率 27% が閾値未満
除外	プランクトン	自然	2/2	票が 2 件だけ
除外	プランニング	健康	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	プリック	健康	1/2	票が 1 件だけ
除外	プリンター	交通	1/1	票が 1 件だけ
除外	プリンティング	交通	1/1	票が 1 件だけ
除外	プレイ	情報	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	プレイス	住居	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	プレイスメント	仕事	1/1	票が 1 件だけ
除外	プレゼン	仕事	1/1	票が 1 件だけ
除外	プレゼンテーション	仕事	3/3	動作を指す名詞（サ変可能）
除外	プレゼント	学習	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	プレッシャー	仕事	3/6	
除外	プレバイオティクス	健康	1/1	票が 1 件だけ
除外	プレプリント	学習	1/1	票が 1 件だけ
除外	プレート	食事	1/2	票が 1 件だけ
除外	プロ	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	プログラミング	学習	3/5	動作を指す名詞（サ変可能）
除外	プログラム	学習	4/14	動作を指す名詞（サ変可能）; 首位の占有率 29% が閾値未満
除外	プログレッシブ	身体	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	プロジェクト	仕事	13/40	首位の占有率 32% が閾値未満
除外	プロジェクトマネジメント	仕事	1/2	票が 1 件だけ
除外	プロジェクトマネージャー	仕事	2/3	票が 2 件だけ
除外	プロジェクト管理	仕事	2/2	票が 2 件だけ
除外	プロスペクト	仕事	1/1	票が 1 件だけ
除外	プロセス	学習	11/45	首位の占有率 24% が閾値未満
除外	プロダクト	努力	1/1	票が 1 件だけ
除外	プロテイン	食事	1/1	票が 1 件だけ
除外	プロテインバー	身体	1/1	票が 1 件だけ
除外	プロトタイピング	失敗	1/2	票が 1 件だけ
除外	プロトタイプ	情報	1/2	票が 1 件だけ
除外	プロバイオティクス	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	プロバイオテクター	食事	1/1	票が 1 件だけ
除外	プロバイダ	情報	2/3	票が 2 件だけ
除外	プロバイダー	情報	2/2	票が 2 件だけ
除外	プロパティ	情報	1/1	票が 1 件だけ
除外	プロファイリング	法制度	2/2	票が 2 件だけ
除外	プロファイル	健康	1/2	票が 1 件だけ
除外	プロフェッショナル	仕事	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	プロモーション	仕事	1/1	票が 1 件だけ
除外	プロモーター	自然	1/2	票が 1 件だけ
除外	プロラクチン	健康	1/1	票が 1 件だけ
除外	プロリン	自然	1/1	票が 1 件だけ
除外	プロンプト	情報	1/1	票が 1 件だけ
除外	プロンプトエンジニアリング	情報	1/1	長すぎる; 票が 1 件だけ
除外	プローブ	健康	1/1	票が 1 件だけ
除外	プーリング	情報	1/1	票が 1 件だけ
除外	プール	金銭	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ヘタ	食事	1/1	動作を指す名詞（サ変形状詞可能）; 票が 1 件だけ
除外	ヘッジ	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	ヘッド	情報	1/1	票が 1 件だけ
除外	ヘパリン	健康	2/2	票が 2 件だけ
除外	ヘルスケア	仕事	1/1	票が 1 件だけ
除外	ヘルニア	健康	1/1	票が 1 件だけ
除外	ヘルパー	健康	2/3	票が 2 件だけ
除外	ベアリング	交通	1/1	票が 1 件だけ
除外	ベイエス	学習	1/1	票が 1 件だけ
除外	ベイクマスター	食事	1/2	票が 1 件だけ
除外	ベイジアン	情報	1/1	票が 1 件だけ
除外	ベクター	情報	1/1	票が 1 件だけ
除外	ベクトル	移動	1/1	票が 1 件だけ
除外	ベジマック	食事	1/1	票が 1 件だけ
除外	ベジマックセット	食事	1/1	票が 1 件だけ
除外	ベスト	仕事	2/13	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 15% が閾値未満
除外	ベゼル	失敗	1/1	票が 1 件だけ
除外	ベタつき	住居	1/1	票が 1 件だけ
除外	ベテラン	仕事	2/2	票が 2 件だけ
除外	ベニシジミ	自然	1/1	票が 1 件だけ
除外	ベヒンガ	食事	1/2	票が 1 件だけ
除外	ベランダ	自然	1/1	票が 1 件だけ
除外	ベンゾイン	健康	1/2	票が 1 件だけ
除外	ベンダー	情報	1/2	票が 1 件だけ
除外	ベンチ	食事	1/1	票が 1 件だけ
除外	ベンチマーク	法制度	1/1	票が 1 件だけ
除外	ベンチャー企業	仕事	1/1	票が 1 件だけ
除外	ベース	情報	5/15	首位の占有率 33% が閾値未満
除外	ベースライン	健康	1/1	票が 1 件だけ
除外	ベール	食事	1/1	票が 1 件だけ
除外	ペア	学習	2/2	票が 2 件だけ
除外	ペアプログラミング	仕事	1/1	票が 1 件だけ
除外	ペアリング	家族	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	ペイメント	情報	1/1	票が 1 件だけ
除外	ペグ	法制度	1/1	票が 1 件だけ
除外	ペット	自然	1/1	票が 1 件だけ
除外	ペッパー	情報	1/1	票が 1 件だけ
除外	ペナルティ	交通	1/1	票が 1 件だけ
除外	ペネトレーションテスト	情報	2/2	票が 2 件だけ
採用	ペプチド	健康	3/4	
除外	ペンダント	住居	1/1	票が 1 件だけ
除外	ページ	情報	2/4	品詞から取れる（助数詞可能 → #数量）; 票が 2 件だけ
採用	ペース	学習	3/6	
除外	ペースト	食事	1/1	票が 1 件だけ
除外	ペーパー	学習	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	ホコリ	住居	2/2	票が 2 件だけ
除外	ホテル	交通	1/1	票が 1 件だけ
除外	ホルダー	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	ホルモン	健康	4/6	
除外	ホーム	交通	1/1	票が 1 件だけ
除外	ホームステイ	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	ホームセンター	住居	1/1	票が 1 件だけ
除外	ホームドア	交通	1/1	票が 1 件だけ
採用	ボックス	住居	3/5	
除外	ボディ	食事	1/1	票が 1 件だけ
除外	ボトルネック	仕事	4/10	首位の占有率 40% が閾値未満
採用	ボラティリティ	金銭	4/5	
除外	ボリューム	住居	1/1	票が 1 件だけ
除外	ボルト	交通	1/1	票が 1 件だけ
除外	ボード	仕事	2/3	票が 2 件だけ
除外	ボーナス	仕事	1/1	票が 1 件だけ
除外	ボール	交通	2/4	票が 2 件だけ
除外	ポイント	仕事	9/60	品詞から取れる（助数詞可能 → #数量）; 首位の占有率 15% が閾値未満
除外	ポジショニング	仕事	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	ポジション	仕事	1/2	票が 1 件だけ
除外	ポジティブ	健康	1/8	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 12% が閾値未満
除外	ポスト	学習	1/1	票が 1 件だけ
除外	ポストン	努力	1/1	票が 1 件だけ
除外	ポテト	食事	1/1	票が 1 件だけ
除外	ポテンシャルイミグラント	仕事	1/1	票が 1 件だけ
除外	ポプラ	健康	1/1	票が 1 件だけ
除外	ポリグラフ	健康	1/1	票が 1 件だけ
除外	ポリシー	学習	2/3	票が 2 件だけ
除外	ポリソムノグラフィー	状態	1/2	票が 1 件だけ
除外	ポリバンピング	法制度	1/1	票が 1 件だけ
除外	ポリメラーゼ	法制度	1/1	票が 1 件だけ
除外	ポンプ	学習	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ポーズ	情報	1/1	票が 1 件だけ
除外	ポート	情報	1/1	票が 1 件だけ
採用	ポートフォリオ	金銭	3/5	
除外	マイクロ	情報	2/10	票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	マイクロサービス	情報	1/1	票が 1 件だけ
除外	マイクロラーニング	情報	1/2	票が 1 件だけ
除外	マイナンバーカード	交通	1/2	票が 1 件だけ
除外	マイナー	金銭	1/2	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	マインド	努力	1/2	票が 1 件だけ
除外	マインドフル	家族	1/2	票が 1 件だけ
除外	マインドフルネス	健康	1/1	票が 1 件だけ
除外	マクロ	自然	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	マクロファージ	健康	1/1	票が 1 件だけ
除外	マシン	情報	1/1	票が 1 件だけ
除外	マジック	仕事	1/1	票が 1 件だけ
除外	マスキングテープ	住居	1/1	票が 1 件だけ
除外	マスク	健康	1/1	票が 1 件だけ
除外	マスター	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	マセラシオン	食事	1/1	票が 1 件だけ
除外	マッサージ	身体	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	マッチング	金銭	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	マットレス	健康	2/2	票が 2 件だけ
除外	マップ	仕事	6/11	動作を指す名詞（サ変可能）
除外	マトリックス	努力	1/1	票が 1 件だけ
除外	マナー	交通	1/1	票が 1 件だけ
除外	マニュアル	仕事	1/2	票が 1 件だけ
除外	マネジメント	仕事	1/1	票が 1 件だけ
除外	マネジメントシステム	交通	1/1	票が 1 件だけ
除外	マネージャー	努力	1/1	票が 1 件だけ
除外	マネーロンダリング	金銭	1/2	票が 1 件だけ
除外	マルクス主義	学習	1/1	票が 1 件だけ
除外	マルチ	情報	1/1	票が 1 件だけ
除外	マルチシグウォレット	金銭	1/2	票が 1 件だけ
除外	マングローブ	自然	1/1	票が 1 件だけ
除外	マンゴー	食事	1/1	票が 1 件だけ
除外	マンション	住居	2/2	票が 2 件だけ
除外	マンモグラフィー	健康	1/1	票が 1 件だけ
除外	マーカー	健康	1/1	票が 1 件だけ
除外	マーク	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	マーケター	仕事	1/1	票が 1 件だけ
除外	マーケット	金銭	1/2	票が 1 件だけ
採用	マーケティング	仕事	7/12	
除外	マージリクエスト	仕事	1/1	票が 1 件だけ
除外	マート	自然	1/1	票が 1 件だけ
除外	ミオシン	自然	1/1	票が 1 件だけ
除外	ミス	法制度	3/7	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
除外	ミスト	住居	1/1	票が 1 件だけ
除外	ミセル	身体	1/1	票が 1 件だけ
除外	ミッション	仕事	2/3	票が 2 件だけ
除外	ミトコンドリア	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	ミニサリッド	健康	1/1	票が 1 件だけ
除外	ミニバッチ	情報	1/1	票が 1 件だけ
除外	ミネラル	健康	2/2	票が 2 件だけ
採用	ミーティング	仕事	3/4	
除外	ムラ	食事	1/2	票が 1 件だけ
除外	メイン	食事	4/10	首位の占有率 40% が閾値未満
除外	メカニズム	身体	4/12	首位の占有率 33% が閾値未満
除外	メス	自然	1/1	票が 1 件だけ
除外	メタ	学習	1/1	票が 1 件だけ
除外	メタゲノミクス	自然	1/1	票が 1 件だけ
除外	メタゲノム	自然	1/1	票が 1 件だけ
除外	メタバース	金銭	1/2	票が 1 件だけ
除外	メタヒューリスティクス	情報	1/1	票が 1 件だけ
